var name, type , #
TableLayoutProperties>>rubberBandCells:>>arg>>aBool,True,1735,False,554
TableLayout>>layoutLeftToRight:in:>>temp>>extraPerCell,SmallInteger,37336,BoxedFloat64,1267
Paragraph>>findReplaceSelectionRegex:>>arg>>aRegex,UndefinedObject,36
TableLayout>>layoutTopToBottom:in:>>1>>arg>>m,ToggleMenuItemMorph,336,CheckboxMorph,24,AColorSelectorMorph,14,HSVAColorSelectorMorph,27,MorphTreeMorph,81,ImageMorph,12,PluggableMorphListMorph,22,Morph,684,PluggableTextMorph,35,MorphDropListMorph,22,PlainGroupboxMorph,207,DropListMorph,18,TabSelectorMorph,16,RubScrolledTextMorph,45,PluggableIconListMorph,57,ExpanderTitleMorph,88,PluggableTextFieldMorph,40,PaginatedMorphTreeMorph,42,AlignmentMorph,5733,PanelMorph,3067,HSVColorSelectorMorph,21,LabelMorph,166,AlphaImageMorph,44,ToolDockingBarMorph,60,JobProgressMorph,4,JobProgressBarMorph,6,IconicListItem,52,GroupboxMorph,127,TreeListMorph,51,PluggableListMorph,45,PluggableButtonMorph,168,TextMorph,156,GeneralScrollPane,15,ExpanderMorph,138,StringMorph,2
TableLayoutProperties>>reverseTableCells:>>arg>>aBool,True,22
LayoutFrame>>rightFraction:offset:>>arg>>aNumber,SmallInteger,9
TableLayout>>layoutTopToBottom:in:>>temp>>sum,SmallInteger,5790
StringMorphAttributeScanner>>initializeFromStringMorph:>>arg>>aStringMorph,ToggleMenuItemMorph,168,StringMorph,1200
Paragraph>>compose:style:from:in:>>arg>>startingIndex,SmallInteger,20471
LayoutFrame>>topFraction:offset:>>arg>>anInteger,SmallInteger,9
TextMorph>>beAllFont:>>arg>>aFont,LogicalFont,3037
Paragraph>>adjustRightX>>1>>arg>>line,TextLine,6068
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argContainer,Rectangle,20471
TextMorph>>mouseMove:>>arg>>event,MouseMoveEvent,3
LayoutFrame>>rightFraction:>>arg>>aNumber,Fraction,6,SmallInteger,537,BoxedFloat64,6
MenuItemMorph>>target:>>arg>>anObject,UndefinedObject,3,IdentifierChooserMorph,168
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argPriorLines,Array,20471
TextComposer>>wantsColumnBreaks,False,20479
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>inset,Point,20
ProgressBarMorph>>drawOn:>>temp>>area,Rectangle,53
SimpleBorder>>frameRectangle:on:>>arg>>aCanvas,FormCanvas,2511
Paragraph>>lineIndexForCharacter:>>1>>arg>>line,TextLine,6254
TableLayoutProperties>>listCentering:>>arg>>aSymbol,ByteSymbol,2234
SimpleBorder>>drawLineFrom:to:on:>>arg>>startPoint,Point,18
MouseClickState>>firstClickUp,MouseButtonEvent,5
LayoutFrame>>leftFraction:offset:>>arg>>aNumber,SmallInteger,9
TableLayout>>layoutLeftToRight:in:>>temp>>minY,SmallInteger,37336
LayoutCell>>flags,SmallInteger,59029
TextMorph>>color,Color,1
EmbossedStringMorph>>trackPaneColor:>>arg>>anObject,True,2,False,1
MenuItemMorph>>deleteIfPopUp:>>arg>>evt,MouseButtonEvent,1
Paragraph>>extraSelectionBlocks,Array,1
SystemProgressMorph>>update:>>arg>>aSymbol,ByteSymbol,88
TableLayout>>layoutLeftToRight:in:>>temp>>n,SmallInteger,182894
TableLayout>>minExtentVertical:>>temp>>size,Point,7716
TableLayout>>computeCellSizes:in:horizontal:>>arg>>aBool,True,20
TransformMorph>>privateFullMoveBy:>>arg>>delta,Point,25400
StepMessage>>stepTime,SmallInteger,2,UndefinedObject,20
MenuItemMorph>>isSelected,True,2,False,181
TextComposer>>possibleSlide,False,20479
StringMorphAttributeScanner>>kern,SmallInteger,1368
Paragraph>>characterBlockAtPoint:>>arg>>aPoint,Point,4
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>startingY,SmallInteger,20460,BoxedFloat64,11
MenuMorph>>addToggle:target:selector:getStateSelector:enablementSelector:>>arg>>aString,ByteString,1
TextComposer>>startCharIndex,SmallInteger,20479
JobProgressMorph>>labelMorph,StringMorph,1
Paragraph>>focused:>>arg>>aBoolean,True,5,False,20456
EmbossedStringMorph>>initWithContents:font:emphasis:>>arg>>aFont,LogicalFont,1
MorphicEventHandler>>on:send:to:withValue:>>arg>>eventName,ByteSymbol,218
MorphEventSubscription>>notify:from:>>arg>>sourceMorph,ScrollBar,56,BorderedMorph,8
MenuItemMorph>>invokeWithEvent:>>6>>temp>>selArgCount,SmallInteger,1
TextMorph>>contentsWrapped:>>arg>>stringOrText,Text,4
LayoutProperties>>hResizing:>>arg>>aSymbol,ByteSymbol,149788
ProgressBarMorph>>completedWidth>>temp>>fraction,Fraction,53
TextMorph>>newContents:>>1>>temp>>textSize,SmallInteger,6148
TableLayout>>computeCellSizes:in:horizontal:>>2>>temp>>size,Point,488
StringMorph>>backgroundColor,Color,31409
MorphicEventHandler>>mouseEnter:fromMorph:>>arg>>sourceMorph,ScrollBar,4,PluggableButtonMorph,6,GLMSystemWindow,3,BorderedMorph,4
TableLayout>>computeCellArrangement:in:horizontal:target:>>arg>>aMorph,TaskbarMorph,20
Paragraph>>displaySelectionInLine:on:>>temp>>caretColor,Color,43
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>priorLines,Array,20471
ToggleMenuItemMorph>>mouseLeave:>>arg>>evt,MouseButtonEvent,1
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>vFill,False,264
TableLayout>>layoutTopToBottom:in:>>temp>>maxY,SmallInteger,3033
MenuMorph>>addMenuItem:>>arg>>anItem,ToggleMenuItemMorph,3
ProgressBarMorph>>cachedWidth,SmallInteger,54
LayoutFrame>>minExtentFrom:>>arg>>minExtent,Point,353
ProgressBarMorph>>drawOn:>>arg>>aCanvas,FormCanvas,27
TextComposer>>prevLines,Array,20479
DashedBorder>>dashColors:>>arg>>anObject,Array,2
TextComposer>>addNullLineForIndex:>>temp>>oldLastLine,TextLine,6
TextMorph>>newContents:>>temp>>newText,Text,7705
LayoutCell>>extraSpace:>>arg>>aPoint,SmallInteger,4524
StringMorph>>rowMorphForNode:inColumn:>>temp>>hasIcon,False,25131
TextMorph>>withSuccessorsDo:>>temp>>each,UndefinedObject,1,TextMorphForFieldView,1
Paragraph>>displayExtraSelectionOn:>>arg>>aCanvas,FormCanvas,9
TableLayout>>minExtentHorizontal:>>temp>>minX,SmallInteger,7581
MorphicEventHandler>>on:send:to:withValue:>>arg>>recipient,FreeTypeFontSelectorDialogWindow,4,QuestionWithoutCancelDialogWindow,4,ProceedDialogWindow,4,QuestionDialogWindow,4,NautilusWindow,20,MessageDialogWindow,4,FileDialogWindow,8,PluggableDialogWindow,16,ColorSelectorDialogWindow,4,AlertDialogWindow,4,SystemWindow,52,ChooseDropListDialogWindow,4,ErrorDialogWindow,4,SpecWindow,6,GLMSystemWindow,42,StandardWindow,28,TextEntryDialogWindow,6,DenyDialogWindow,4
TableLayout>>layoutLeftToRight:in:>>temp>>sum,SmallInteger,39103
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>delta,SmallInteger,20471
TextMorph>>borderWidth:>>arg>>newWidth,SmallInteger,317
TextMorph>>handleInteraction:>>temp>>oldEditor,TextEditor,11
TableLayout>>layoutLeftToRight:in:>>arg>>aMorph,AlignmentMorph,1949,LazyMorphTreeNodeMorph,49,Morph,178,PanelMorph,1021,HSVColorSelectorMorph,9,TabLabelItem,19,TabLabelMorph,6,IconicListItem,44,TabSelectorMorph,6,ExpanderTitleMorph,45,FTCellMorph,2112,CheckboxMorph,1012,IconicButton,34,MorphTreeChunkPager,46,MorphTreePager,7,MorphTreeNodeMorph,30745,ToolDockingBarMorph,51,JobProgressBarMorph,3
TextComposer>>deltaCharIndex,SmallInteger,20479
RowLayout>>layout:in:>>temp>>inset,SmallInteger,22557
MorphEventSubscription>>selector:>>arg>>anObject,ByteSymbol,377407
Paragraph>>actionAttributesUnder:event:do:>>temp>>startBlock,CharacterBlock,1
TableLayout>>layoutLeftToRight:in:>>temp>>maxX,SmallInteger,37336
ToggleMenuItemMorph>>adoptPaneColor:>>arg>>paneColor,Color,20
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argStart,SmallInteger,20471
TextComposer>>addNullLineForIndex:>>temp>>r,Rectangle,6
TableLayout>>minExtentVertical:>>1>>temp>>sizeY,SmallInteger,1467,BoxedFloat64,1739
InsetBorder>>trackColorFrom:>>arg>>aMorph,SeparatorMorph,84,BorderedMorph,22691,AColorSelectorMorph,111,RubHighlightSegmentMorph,2,PluggableMorphListMorph,93,SVColorSelectorMorph,242,Morph,76,PluggableTextMorph,15,BracketMorph,62,PluggableSliderMorph,92,PluggableIconListMorph,14,PluggableTextFieldMorph,128,AlphaImageMorph,23,PanelMorph,25,FTTableMorph,559,HColorSelectorMorph,62,TreeListMorph,20,GLMPaginatedResizableMorphTreeMorph,12,PluggableListMorph,214
SystemProgressMorph>>maxBarWidth>>1>>arg>>next,JobProgressMorph,49
ToggleMenuItemMorph>>enablementSelector,UndefinedObject,3
Paragraph>>selectionColor:>>arg>>aColor,UndefinedObject,6444,Color,12077
TableLayout>>layoutTopToBottom:in:>>temp>>inset,SmallInteger,3033
Paragraph>>moveBy:>>1>>arg>>line,TextLine,8207
MenuMorph>>addToggle:target:selector:getStateSelector:enablementSelector:argumentList:>>arg>>aSymbol,ByteSymbol,3
TextMorph>>text:textStyle:>>arg>>t,Text,2
TextMorph>>blinkStart:>>arg>>msecs,SmallInteger,6
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>first,UndefinedObject,20,LayoutCell,20
TextComposer>>prevIndex,SmallInteger,20479
TabPanelBorder>>tabSelector:>>arg>>anObject,GLMTabSelectorBrick,40,TabSelectorMorph,6
SimpleBorder>>width:>>arg>>aNumber,SmallInteger,145149
StringMorph>>color,Color,1368
LayoutFrame>>leftOffset:>>arg>>anInteger,SmallInteger,370,BoxedFloat64,6
Paragraph>>buildSelectionBlocksFrom:to:>>temp>>bottomRightBlk,CharacterBlock,1
TextMorph>>backgroundColor:>>arg>>newColor,Color,71
TableLayoutProperties>>wrapCentering:>>arg>>aSymbol,ByteSymbol,5586
TableLayout>>minExtentVertical:>>temp>>height,SmallInteger,3765,BoxedFloat64,2106
TableLayout>>layoutTopToBottom:in:>>temp>>amount,SmallInteger,1828
TextMorphForEditView>>selectionColor,UndefinedObject,9147,Color,15090
LayoutFrame>>topFraction:offset:>>arg>>aNumber,Fraction,2,SmallInteger,7
TextMorphForEditView>>setEditView:>>arg>>editPane,PluggableTextFieldMorph,3026,PluggableTextMorph,4
StringMorph>>measureContents>>temp>>f,LogicalFont,69558
StringMorph>>initWithContents:font:emphasis:>>arg>>emphasisCode,SmallInteger,30313,UndefinedObject,219
ProportionalLayout>>layout:in:>>arg>>aMorph,TabManagerMorph,4,StandardWindow,19,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TabBarMorph,7,TextEntryDialogWindow,14,GLMSystemWindow,83,SpecWindow,10,Morph,20,MessageDialogWindow,2,PanelMorph,403,PluggableDialogWindow,39,QuestionDialogWindow,2,AlertDialogWindow,2,TabMorph,26,SystemWindow,43,FreeTypeFontSelectorDialogWindow,2,ErrorDialogWindow,2,ProceedDialogWindow,2,ColorSelectorDialogWindow,2,FileDialogWindow,4,QuestionWithoutCancelDialogWindow,2,LockableTabMorph,6
TextComposer>>composeAllRectangles:>>temp>>numberOfLinesBefore,SmallInteger,29085
TableLayoutProperties>>wrapCentering,ByteSymbol,78661
TableLayout>>layoutTopToBottom:in:>>temp>>posX,SmallInteger,3035
Paragraph>>displayExtraSelectionOn:>>temp>>line,TextLine,2
TableLayout>>placeCells:in:horizontal:target:>>arg>>aBool,True,19
TextMorph>>firstInChain>>temp>>first,TextMorphForFieldView,1
TextMorphForEditView>>acceptOnCR,True,3026,False,3037
MenuMorph>>addToggle:target:selector:>>arg>>anObject,UndefinedObject,2
Paragraph>>composeLinesFrom:to:delta:into:priorLines:atY:>>arg>>delta,SmallInteger,8
RowLayout>>layout:in:>>arg>>aMorph,AlignmentMorph,244,EditableDropListMorph,8,DropListMorph,69,MorphDropListMorph,8,MorphTreeColumnButton,170,Morph,22058
Paragraph>>wantsColumnBreaks,False,20455
StringMorph>>drawOn:>>arg>>aCanvas,FormCanvas,4273
TransformMorph>>localVisibleSubmorphBounds>>1>>arg>>m,LazyMorphListMorph,200,MulticolumnLazyListMorph,36,RubEditingArea,318,TextMorphForFieldView,72658,LazyListMorph,390,IndentingListItemMorph,5452,AlignmentMorph,122,Morph,40,TextMorphForEditView,124
Paragraph>>composeLinesFrom:to:delta:into:priorLines:atY:>>arg>>priorLines,Array,8
ImageMorph>>drawOn:>>temp>>style,SimpleBorder,18,BorderStyle,1004
ImageMorph>>borderWidth:>>temp>>newExtent,Point,5
MorphEventSubscription>>notify:from:>>temp>>arity,SmallInteger,64
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argStop,SmallInteger,20471
MenuMorph>>activeSubmenu:>>arg>>aSubmenu,UndefinedObject,2
Paragraph>>lineIndexForPoint:>>temp>>py,SmallInteger,1620
ImageMorph>>drawOn:>>arg>>aCanvas,FormCanvas,1022
TextMorph>>newContents:>>4>>temp>>attribs,Array,68
TextComposer>>composeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argPriorLines,Array,8
LayoutFrame>>bottomOffset:>>arg>>anInteger,SmallInteger,274,BoxedFloat64,11
StringMorphAttributeScanner>>setActualFont:>>1>>arg>>ts,TextStyle,1368
MorphicEventHandler>>on:send:to:withValue:>>arg>>selector,ByteSymbol,218
TableLayout>>layoutTopToBottom:in:>>arg>>aMorph,HSVAColorSelectorMorph,7,LazyMorphListMorph,12,ColorPresenterMorph,8,PluggableToggleButtonMorph,18,Morph,8,IdentifierChooserMorph,5,PlainGroupboxMorph,71,SystemProgressMorph,2,ColorChooserMorph,22,TabGroupMorph,8,AlignmentMorph,6,PanelMorph,732,GLMPluggableButtonMorph,120,ExpanderMorph,44,ControlButtonMorph,455,EmbeddedMenuMorph,5,JobProgressMorph,3,PluggableButtonMorph,1318,GroupboxMorph,78,LazyTabGroupMorph,111
TableLayout>>layoutTopToBottom:in:>>temp>>vFill,True,3970,False,3033
TableLayout>>minExtentHorizontal:>>temp>>n,SmallInteger,18802
MenuMorph>>addToggle:target:selector:getStateSelector:enablementSelector:>>arg>>enableSymbol,UndefinedObject,1
TextMorphForEditView>>hasUnacceptedEdits:>>arg>>aBoolean,True,8
LayoutFrame>>bottomOffset,SmallInteger,1200,BoxedFloat64,11
TextMorph>>handlesKeyboard:>>arg>>evt,KeyboardEvent,34
TextMorphForEditView>>selectionColor:>>arg>>aColor,UndefinedObject,9147,Color,15090
TextComposer>>composeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argLinesCollection,OrderedCollection,8
TableLayout>>minExtentVertical:>>temp>>n,SmallInteger,5461
Paragraph>>text,Text,20471
TableLayout>>layoutTopToBottom:in:>>temp>>last,BoxedFloat64,31,SmallInteger,4830,UndefinedObject,3033,LayoutCell,4390
TableLayout>>minExtentOf:in:>>temp>>dir,ByteSymbol,9836
TableLayout>>computeCellSizes:in:horizontal:>>2>>arg>>m,PluggableButtonMorph,976
MenuItemMorph>>handlesMouseOver:>>arg>>anEvent,MouseButtonEvent,1,MouseMoveEvent,1
Paragraph>>selectionStart,UndefinedObject,6085,CharacterBlock,3131
TextMorph>>updateFromParagraph>>temp>>oldEditor,TextEditor,16
MenuMorph>>handlesMouseDown:>>arg>>evt,MouseButtonEvent,1
SystemProgressMorph>>resize>>temp>>newWidth,SmallInteger,49
MorphicEventHandler>>startDrag:fromMorph:>>arg>>event,MouseButtonEvent,1
MenuMorph>>activeSubMenu,UndefinedObject,2
TableLayout>>placeCells:in:horizontal:target:>>temp>>yDist,Point,19
MouseClickState>>dragThreshold,SmallInteger,9
MouseClickState>>clickState,ByteSymbol,14
StringMorph>>setWidth:>>arg>>width,BoxedFloat64,150,SmallInteger,26
TableLayoutProperties>>wrapDirection,ByteSymbol,73075
TextMorph>>selectionChanged>>1>>arg>>r,Rectangle,3084
MorphicEventHandler>>notifyMorphsOfEvent:ofType:from:>>3>>arg>>s,MorphEventSubscription,64
TextMorph>>selectionChanged>>1>>temp>>intr,Rectangle,3084
MenuMorph>>selectItem:event:>>arg>>anEvent,MouseButtonEvent,2,MouseMoveEvent,1
Paragraph>>actionAttributesUnder:event:do:>>arg>>aBlock,BlockClosure,1
TextComposer>>stopCharIndex,SmallInteger,20479
Paragraph>>displayOn:using:at:>>temp>>visibleRectangle,Rectangle,807
TextComposer>>addNullLineForIndex:>>arg>>index,SmallInteger,6
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>w,SmallInteger,244
ToggleMenuItemMorph>>drawOn:>>arg>>aCanvas,FormCanvas,62
RowLayout>>cachedMinExtent,Point,32606,UndefinedObject,111870
StringMorph>>emphasis:>>arg>>aNumber,SmallInteger,7
MenuItemMorph>>hasFocus,False,177
AlignmentMorph>>setAsSpacer:>>arg>>aColor,Color,46
TableLayout>>computeCellArrangement:in:horizontal:target:>>arg>>aBool,True,20
TextComposer>>theTextStyle,TextStyle,20479
TextComposer>>composeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argStop,SmallInteger,8
MenuMorph>>stayUp:>>arg>>aBoolean,True,5
TableLayout>>layoutTopToBottom:in:>>temp>>first,UndefinedObject,3033,LayoutCell,3033
ToggleMenuItemMorph>>basicDrawOn:>>arg>>aCanvas,FormCanvas,62
MenuMorph>>lastItem>>1>>arg>>each,ToggleMenuItemMorph,3
TextComposer>>composeAllRectangles:>>temp>>reasonForStopping,ByteSymbol,3753,False,25332
ToggleMenuItemMorph>>drawText:on:in:color:>>arg>>stringColor,Color,62
EmbeddedMenuMorph>>selectItem:event:>>arg>>aMenuItem,ToggleMenuItemMorph,2,UndefinedObject,1
AlphaImageMorph>>cachedForm,ColorForm,1,Form,22,UndefinedObject,731
StringMorph>>privateSetContents:>>2>>arg>>attr,TextFontChange,280,TextColor,776
MenuItemMorph>>font,LogicalFont,177
TransformMorph>>localSubmorphBounds>>2>>arg>>m,TextMorphForEditView,13,IndentingListItemMorph,1867,TextMorphForFieldView,6052
TextMorphForEditView>>drawOn:>>arg>>aCanvas,FormCanvas,219
SimpleBorder>>frameRectangle:on:>>arg>>aRectangle,Rectangle,2511
TableLayout>>layoutLeftToRight:in:>>temp>>height,SmallInteger,71036,BoxedFloat64,5840
LayoutFrame>>layout:in:>>arg>>newBounds,Rectangle,3011
Paragraph>>displayOn:using:at:>>temp>>offset,Point,807
EmbossedStringMorph>>initWithContents:font:emphasis:>>arg>>aString,ByteString,1
TextMorph>>recomposeChain>>1>>arg>>m,TextMorphForFieldView,3
Paragraph>>positionWhenComposed:>>arg>>pos,Point,50698
StringMorphAttributeScanner>>indent,SmallInteger,1368
TextMorph>>extent:>>arg>>aPoint,Point,14258
MouseClickState>>localStamp,SmallInteger,9
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argTextStyle,TextStyle,20471
TableLayout>>minExtentHorizontal:>>temp>>minY,SmallInteger,7581
JobProgressMorph>>hasResult,False,1
LayoutCell>>cellSize:>>arg>>aPoint,SmallInteger,41313,BoxedFloat64,17188,Point,264
ImageMorph>>adoptPaneColor:>>arg>>paneColor,Color,1480
TextMorph>>fit>>temp>>para,Paragraph,13866
JobProgressBarMorph>>progress:>>arg>>aNormalizedNumber,Fraction,43
Paragraph>>multiComposeLinesFrom:to:delta:into:priorLines:atY:>>arg>>start,SmallInteger,20471
MenuItemMorph>>contents:withMarkers:inverse:>>arg>>aString,ByteString,4,Text,168
TableLayout>>layoutLeftToRight:in:>>temp>>width,SmallInteger,119826,BoxedFloat64,34104
SystemProgressMorph>>update:>>temp>>msRefreshRate,SmallInteger,88
MouseClickState>>dblClickTimeoutSelector,ByteSymbol,6,UndefinedObject,3
SimpleBorder>>color,UndefinedObject,3,Color,227017
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aDblClickTimeoutSelector,ByteSymbol,6,UndefinedObject,3
Paragraph>>selectionRectsFrom:to:>>arg>>characterBlock1,CharacterBlock,6188
TextMorph>>compositionRectangle>>temp>>compRect,Rectangle,40910
TableLayoutProperties>>cellInset,SmallInteger,76827,Point,43267
RowLayout>>layout:in:>>temp>>minExt,Point,22557
TableLayout>>layoutLeftToRight:in:>>temp>>maxY,SmallInteger,37336
TextMorph>>newContents:>>temp>>embeddedMorphs,IdentitySet,3088
AlphaImageMorph>>image:size:>>arg>>aPoint,Point,273
MorphicEventHandler>>handlesMouseStillDown:>>arg>>evt,MouseButtonEvent,2,MouseMoveEvent,1
MorphicAlarm>>scheduledTime:>>arg>>msecs,SmallInteger,2223
ToggleMenuItemMorph>>keyText,ByteString,3
JobProgressBarMorph>>button,ImageMorph,1
TextMorph>>showOverEditableTextCursor>>temp>>o,TransformMorph,3
TableLayout>>layoutLeftToRight:in:>>temp>>block,BlockClosure,37336
MouseClickState>>client:click:dblClick:dblClickTime:dblClickTimeout:drag:threshold:event:>>arg>>aMorph,MorphTreeMorph,3,PluggableDialogWindow,3,TextEntryDialogWindow,1,FTTableMorph,1,GLMSystemWindow,1
MenuItemMorph>>contents:withMarkers:>>arg>>aString,ByteString,4,Text,168
TableLayout>>placeCells:in:horizontal:target:>>temp>>xDist,Point,239
TextMorph>>installEditorToReplace:>>arg>>priorEditor,SmalltalkEditor,5,UndefinedObject,6089,TextEditor,1
Paragraph>>adjustRightX>>temp>>shrink,BoxedFloat64,1297,SmallInteger,280
StringMorph>>font:>>arg>>aFont,LogicalFont,3927
TableLayout>>placeCells:in:horizontal:target:>>temp>>cellRect,Rectangle,478
StringMorph>>privateSetContents:>>temp>>scanner,StringMorphAttributeScanner,1368
MenuMorph>>addToggle:target:selector:getStateSelector:enablementSelector:argumentList:>>arg>>enableSymbol,UndefinedObject,3
TransformMorph>>offset:>>arg>>newOffset,Point,51812
TextLine>>internalSpaces,SmallInteger,34727
Paragraph>>selectionStop,UndefinedObject,6085,CharacterBlock,3131
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>hFill,False,264
MenuMorph>>popUpOwner,MenuItemMorph,5,UndefinedObject,6
TableLayout>>minExtentHorizontal:>>1>>arg>>m,SimpleButtonMorph,588,PlainGroupboxMorph,14,DropListMorph,122,MorphDropListMorph,16,DockingBarToggleMenuItemMorph,4,CheckboxButtonMorph,4050,AlphaImageMorph,790,Morph,132,PluggableMorphListMorph,18,FuzzyLabelMorph,44,GLMPluggableButtonMorph,296,SVColorSelectorMorph,30,LabelMorph,7828,PluggableSliderMorph,30,TabGroupMorph,14,ColorPresenterMorph,16,PluggableButtonMorph,710,GroupboxMorph,64,EditableDropListMorph,16,CheckboxMorph,30,SeparatorMorph,124,PanelMorph,1052,HColorSelectorMorph,32,ImageMorph,932,MultistateButtonMorph,54,ControlButtonMorph,90,GLMTabSelectorBrick,86,TreeListMorph,18,ProgressBarMorph,8,PluggableListMorph,18,PluggableTextFieldMorph,106,HSVColorSelectorMorph,8,AColorSelectorMorph,26,EmbossedStringMorph,6,StringMorph,4900,ColorChooserMorph,44,TextMorph,126
StringMorph>>stringBounds>>temp>>gap,SmallInteger,3823,Point,450
RowLayout>>layout:in:>>temp>>height,SmallInteger,13889,BoxedFloat64,8668
SystemProgressMorph>>addItemShowing:>>1>>temp>>item,JobProgressMorph,1
LayoutProperties>>disableTableLayout:>>arg>>aBool,True,4,False,86276
MorphicModel>>model,MorphTreeMorph,12,RubTextScrollPane,6,ClassTreeExample,2,SimplestPaginatedClassListExample,1,DropListMorph,5,MorphDropListMorph,2,ValueHolder,13,GLMTreeMorphModel,4,SimplestClassListWithPagerExample,1,WindowModel,1,TextEntryDialogWindow,2,SimplestClassListExample,1,AlphaImageMorph,3,MorphTreeChunkPager,2,PluggableMorphListMorph,8,FuzzyLabelMorph,2,MorphicListAdapter,2,SimplestClassListWithChunkExample,1,MorphTreePager,10,MorphicMultiColumnListAdapter,1,PluggableMultiColumnListMorph,2,PluggableTextMorph,8,ChooseDropListDialogWindow,1,ExampleRadioButtonModel,4,ListModel,9,ColorSelectorDialogWindow,8,FTTableMorph,2,SimpleGridExample,1,LazyMorphTreeMorph,2,PaginatedMorphTreeMorph,6,FreeTypeFontSelectorDialogWindow,3,FileDialogWindow,6,EditableDropListMorph,2,HSVAColorSelectorMorph,2,PluggableIconListMorph,4,GLMPaginatedResizableMorphTreeMorph,8,TreeListMorph,6,SimpleGridNodeExample,4000,UndefinedObject,22,PluggableListMorph,24,PluggableTextFieldMorph,6052,PackageTreeExample,2,LazyClassListExample,2,HSVColorSelectorMorph,3,EmbossedStringMorph,2,GeneralScrollPane,10,ClassListExample,2,Array,1
AlphaImageMorph>>layout,ByteSymbol,277
TransformMorph>>localBounds,Rectangle,7932,UndefinedObject,145418
SimpleBorder>>drawLineFrom:to:on:>>temp>>lineColor,Color,18
TransformMorph>>containsPoint:>>arg>>aPoint,Point,40
TextMorph>>textColor:>>arg>>aColor,Color,65
TableLayout>>layout:in:>>arg>>aMorph,CheckboxMorph,1012,MorphTreeChunkPager,46,HSVAColorSelectorMorph,7,LazyMorphListMorph,12,TaskbarMorph,20,ColorPresenterMorph,8,TabLabelMorph,6,PluggableToggleButtonMorph,18,Morph,186,IdentifierChooserMorph,5,PlainGroupboxMorph,71,TabSelectorMorph,6,SystemProgressMorph,2,MorphTreePager,7,LazyMorphTreeNodeMorph,49,IconicButton,34,TabGroupMorph,8,AlignmentMorph,1955,PanelMorph,1753,GLMPluggableButtonMorph,120,HSVColorSelectorMorph,9,ControlButtonMorph,455,ToolDockingBarMorph,51,JobProgressMorph,3,JobProgressBarMorph,3,TabLabelItem,19,PluggableButtonMorph,1318,FTCellMorph,2112,GroupboxMorph,78,LazyTabGroupMorph,111,MorphTreeNodeMorph,30745,IconicListItem,44,EmbeddedMenuMorph,5,ExpanderMorph,44,ExpanderTitleMorph,45,ColorChooserMorph,22
ProgressBarMorph>>height,SmallInteger,1
LayoutFrame>>bottomRightOffset:>>arg>>aPoint,Point,74
SimpleBorder>>baseColor,UndefinedObject,3,Color,6206
TextComposer>>multiComposeLinesFrom:to:delta:into:priorLines:atY:textStyle:text:container:wantsColumnBreaks:>>arg>>argDelta,SmallInteger,20471
MouseClickState>>dblClickSelector,ByteSymbol,9
MorphicEventHandler>>subscriptions,Dictionary,83773
JobProgressMorph>>initializeJob:>>arg>>aJob,Job,1
RowLayout>>layout:in:>>temp>>fillCount,SmallInteger,52041
Paragraph>>selectionStart:selectionStop:>>arg>>stopBlock,UndefinedObject,6085,CharacterBlock,3131
TableLayout>>layoutTopToBottom:in:>>temp>>posY,SmallInteger,4175,BoxedFloat64,3250
ImageMorph>>borderStyle:>>temp>>newExtent,Point,1051
MorphicAlarm>>value:>>temp>>nArgs,SmallInteger,2173
MouseClickState>>clickClient,MorphTreeMorph,3,PluggableDialogWindow,3,TextEntryDialogWindow,1,FTTableMorph,1,GLMSystemWindow,1
MorphEventSubscription>>valueParameter,PluggableButtonMorph,218
TableLayout>>computeCellArrangement:in:horizontal:target:>>temp>>maxCell,Point,20
ImageMorph>>extent:>>arg>>aPoint,Point,1678
AlphaImageMorph>>scale,BoxedFloat64,277
