var name, type , #
Morph>>privateRemove:>>arg>>aMorph,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,TopLeftGripMorph,4,ChooseDropListDialogWindow,1,SeparatorMorph,5,DenyDialogWindow,1,TextEntryDialogWindow,8,GrowlMorph,1,ImageMorph,31,GeneralScrollBar,13,WindowEdgeGripMorph,16,Morph,9,SimpleBalloonMorph,1,IdentifierChooserMorph,5,MessageDialogWindow,1,SystemProgressMorph,2,BottomLeftGripMorph,4,BottomRightGripMorph,4,AlignmentMorph,4,QuestionDialogWindow,5,PluggableDialogWindow,9,LabelMorph,2076,AlphaImageMorph,16,AlertDialogWindow,1,JobProgressMorph,2,FreeTypeFontSelectorDialogWindow,1,MultistateButtonMorph,94,ErrorDialogWindow,1,TopRightGripMorph,4,TextMorph,1,ColorSelectorDialogWindow,1,FileDialogWindow,2,ScrollBar,6144,StringMorph,14
WorldState>>drawWorld:submorphs:invalidAreasOn:>>3>>temp>>c,FormCanvas,352
Morph>>minimumExtent>>temp>>ext,Point,53,UndefinedObject,133
WorldState>>runLocalStepMethodsIn:>>temp>>morphToStep,SimpleBalloonMorph,64,TextMorphForFieldView,36,EditableDropListMorph,175,DropListMorph,525,MorphDropListMorph,175,GrowlMorph,19
Morph>>findDeepSubmorphThat:ifAbsent:>>arg>>block1,BlockClosure,64
Morph>>borderColor:>>arg>>aColorOrSymbolOrNil,Color,38
Morph>>submorphs,Array,610863
WorldState>>interCyclePause:>>temp>>wait,SmallInteger,67938
MorphicEventDispatcher>>dispatchMouseDown:with:>>temp>>localEvt,MouseButtonEvent,220
Morph>>vResizing>>temp>>props,TableLayoutProperties,154788,GLMBrickLayoutProperties,1,UndefinedObject,188907,LayoutProperties,63296
MouseButtonEvent>>setType:position:which:buttons:hand:stamp:>>arg>>evtHand,HandMorph,32
HandMorph>>showMouseFocusEvent:>>arg>>evt,MouseButtonEvent,32,MouseWheelEvent,4,MouseMoveEvent,554
MouseWheelEvent>>setType:position:direction:buttons:hand:stamp:>>arg>>evtHand,HandMorph,4
Morph>>nextMorphWantingFocus>>temp>>m,TabBarMorph,1,MorphTreeMorph,10,PluggableToggleButtonMorph,6,PlainGroupboxMorph,30,SystemWindow,1,DropListMorph,38,TopRightGripMorph,55,DockingBarToggleMenuItemMorph,2,AlignmentMorph,115,BracketMorph,100,AlphaImageMorph,36,Morph,529,SVColorSelectorMorph,8,LabelMorph,303,PluggableSliderMorph,36,TopLeftGripMorph,55,ToolDockingBarMorph,2,TabManagerMorph,1,BottomLeftGripMorph,55,LazyMorphTreeMorph,2,PaginatedMorphTreeMorph,6,ColorPresenterMorph,2,PluggableButtonMorph,44,GroupboxMorph,8,HSVAColorSelectorMorph,4,SeparatorMorph,2,WindowEdgeGripMorph,220,PanelMorph,468,ImageMorph,36,HColorSelectorMorph,8,MultistateButtonMorph,100,BorderedMorph,72,BottomRightGripMorph,55,TreeListMorph,4,PluggableListMorph,2,HSVColorSelectorMorph,6,PluggableTextFieldMorph,10,AColorSelectorMorph,42,TextMorph,28
MouseButtonEvent>>sentTo:>>arg>>anObject,AlignmentMorph,12,MorphicEventDispatcher,198,PanelMorph,18,QuestionDialogWindow,5,WorldMorph,13,PluggableDialogWindow,12,PluggableTextFieldMorph,1,PluggableButtonMorph,6,TextMorphForFieldView,2,LabelMorph,15,MorphTreeMorph,1,Morph,2,TextEntryDialogWindow,6
WorldState>>displayWorld:submorphs:>>4>>temp>>worldDamageRects,OrderedCollection,170
Morph>>addAllMorphs:after:>>arg>>anotherMorph,IndentingListItemMorph,20
HandMorph>>showTemporaryCursor:>>arg>>cursorOrNil,UndefinedObject,11,CursorWithMask,4
HandMorph>>addListener:to:>>temp>>listeners,WeakArray,2,UndefinedObject,1
HandMorph>>mouseListeners:>>arg>>anArrayOrNil,WeakArray,1,UndefinedObject,1
Morph>>drawKeyboardFocusOn:>>arg>>aCanvas,FormCanvas,84
BorderedMorph>>removeCornerGrips>>2>>arg>>each,BottomLeftGripMorph,4,TopRightGripMorph,4,TopLeftGripMorph,4,BottomRightGripMorph,4
WorldMorph>>addAlarm:withArguments:for:at:>>arg>>scheduledTime,SmallInteger,7
UserInputEvent>>handler:>>arg>>anObject,UndefinedObject,16,PluggableButtonMorph,6,PluggableDialogWindow,36,TextEntryDialogWindow,15,PluggableTextFieldMorph,3,TextMorphForFieldView,1,QuestionDialogWindow,7,WorldMorph,18
PasteUpMorph>>currentWindow>>1>>arg>>systemWindow,SystemWindow class,3133
Morph>>handlesMouseStillDown:>>arg>>evt,MouseButtonEvent,13,MouseMoveEvent,4
WorldState>>drawWorld:submorphs:invalidAreasOn:>>1>>arg>>r2,Rectangle,722
MouseMoveEvent>>trail,Array,943
Morph>>removeAllMorphs>>3>>arg>>m,AlignmentMorph,674,LockableTabMorph,8,BracketMorph,56,MultistateButtonMorph,19,PanelMorph,6,ControlButtonMorph,2,BorderedMorph,37174,IconicListItem,15,TabLabelMorph,8,ImageMorph,38600,TabMorph,38,PluggableTextFieldMorph,10,IconicButton,24,PluggableButtonMorph,300,LabelMorph,38,Morph,12523,JobProgressBarMorph,2
HandMorph>>cacheCanvas,FormCanvas,4,UndefinedObject,4
KeyboardEvent>>charCode,SmallInteger,91
HandMorph>>position:>>arg>>aPoint,Point,554
WorldState>>LastCycleTime,SmallInteger,67938
KeyboardEvent>>setType:buttons:position:keyValue:charCode:hand:stamp:>>arg>>pos,Point,91
Morph>>on:send:to:withValue:>>arg>>selector,ByteSymbol,356
KeyboardEvent>>scanCode:>>arg>>anInt,SmallInteger,91
Morph>>borderColor:>>temp>>style,SimpleBorder,18,BorderStyle,20
Morph>>borderWidth:>>arg>>aNumber,SmallInteger,24672
Morph>>position:>>temp>>box,Rectangle,188765
Morph>>openInWorld:>>arg>>aWorld,WorldMorph,8
MouseOverHandler>>leftMorphs,OrderedCollection,69840,Array,77,IdentitySet,69840
Morph>>layoutInset>>2>>arg>>props,TableLayoutProperties,378475,GLMBrickLayoutProperties,1,LayoutProperties,49908
HandMorph>>position:>>temp>>box,Rectangle,554
Morph>>openModal:>>temp>>mySysWin,PluggableDialogWindow,1,UndefinedObject,2,WorldMorph,2
Morph>>basicTheme:>>arg>>aUITheme,Pharo3Theme,23,UndefinedObject,9
WorldState>>adjustAlarmTimes:>>temp>>deltaTime,SmallInteger,2
KeyboardEvent>>setType:buttons:position:keyValue:charCode:hand:stamp:>>arg>>anInteger,SmallInteger,91
Morph>>mouseDown:>>arg>>evt,MouseButtonEvent,1
MorphicEventDispatcher>>dispatchDropEvent:with:>>temp>>morphs,Array,7
HandMorph>>hardwareCursor,UndefinedObject,11,CursorWithMask,4
Morph>>announceKeyboardFocusChange:>>arg>>gotFocus,True,110,False,110
Morph>>layoutBounds>>temp>>box,Rectangle,619714
Morph>>changed:with:>>arg>>anObject,SmallInteger,1
PasteUpMorph>>addMorphFront:>>arg>>aMorph,StandardWindow,10,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,9,GrowlMorph,2,SimpleBalloonMorph,1,MessageDialogWindow,2,IdentifierChooserMorph,5,SystemProgressMorph,1,QuestionDialogWindow,7,PluggableDialogWindow,40,AlertDialogWindow,2,SystemWindow,26,ErrorDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,ProceedDialogWindow,2,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,2,FileDialogWindow,4
Morph>>rowMorphForNode:inColumn:>>temp>>rm,Morph,4508
HandMorph>>cachedCanvasHasHoles,False,4
Morph>>removeAllMorphs>>temp>>oldMorphs,Array,89197
WorldState>>selectHandsToDrawForDamage:>>1>>arg>>hand,HandMorph,209
HandMorph>>grabMorph:>>temp>>grabbed,QuestionDialogWindow,2,PluggableDialogWindow,2,TextEntryDialogWindow,4
MorphExtension>>clipSubmorphs:>>arg>>anObject,True,30169
Morph>>fullDrawOn:>>arg>>aCanvas,FormCanvas,11636
Morph>>snapToEdgeIfAppropriate>>temp>>aWorld,WorldMorph,1,UndefinedObject,1
PasteUpMorph>>startSteppingSubmorphsOf:>>arg>>aMorph,StandardWindow,4,ChooseDropListDialogWindow,1,DenyDialogWindow,1,TextEntryDialogWindow,2,GrowlMorph,2,MessageDialogWindow,1,IdentifierChooserMorph,5,SystemProgressMorph,1,QuestionDialogWindow,2,PluggableDialogWindow,8,AlertDialogWindow,1,SystemWindow,13,ErrorDialogWindow,1,FreeTypeFontSelectorDialogWindow,1,ProceedDialogWindow,1,QuestionWithoutCancelDialogWindow,1,ColorSelectorDialogWindow,1,FileDialogWindow,2,TextMorphForFieldView,2
Morph>>handleKeystroke:>>arg>>anEvent,KeyboardEvent,8
PasteUpMorph>>modalLockTo:>>arg>>aSystemWindow,PluggableDialogWindow,1,QuestionDialogWindow,1
WorldMorph>>wantsDroppedMorph:event:>>arg>>evt,DropEvent,8
HandMorph>>handleEvent:>>arg>>anEvent,MouseWheelEvent,4,KeyboardEvent,91,MouseButtonEvent,38,MouseMoveEvent,558,WindowEvent,1,MouseEvent,69840
HandMorph>>grabMorph:from:>>temp>>targetPoint,Point,4
MorphExtension>>layoutPolicy:>>arg>>aLayoutPolicy,RowLayout,4595,TableLayout,40809,ProportionalLayout,97
HandMorph>>restoreSavedPatchOn:>>temp>>cursor,CursorWithMask,4
HandMorph>>waitForClicksOrDrag:event:>>arg>>aMorph,PluggableDialogWindow,5,QuestionDialogWindow,2,TextEntryDialogWindow,3
PasteUpMorph>>navigationKey:>>arg>>aKeyboardEvent,KeyboardEvent,7
Morph>>submorphBounds>>temp>>box,Rectangle,649555
PasteUpMorph>>ActiveWorld,WorldMorph,3870
Morph>>theme:>>arg>>aUITheme,Pharo3Theme,520
Morph>>minExtent>>temp>>minExtent,Point,411332
HandMorph>>savePatchFrom:>>temp>>myBnds,Rectangle,38
MouseEvent>>setType:position:buttons:hand:>>arg>>evtHand,HandMorph,69840
Morph>>handlesMouseOver:>>arg>>evt,MouseButtonEvent,30,MouseMoveEvent,164,MouseEvent,2053
KeyboardEvent>>position,Point,91
PasteUpMorph>>bringTopmostsToFront>>1>>arg>>m,StandardWindow,8,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,4,TaskbarMorph,4,GLMSystemWindow,4,ImageMorph,4,MessageDialogWindow,2,SystemProgressMorph,4,NautilusWindow,4,QuestionDialogWindow,3,PluggableDialogWindow,8,AlertDialogWindow,2,SystemWindow,20,ErrorDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,QuestionWithoutCancelDialogWindow,2,ProceedDialogWindow,2,FileDialogWindow,4,ColorSelectorDialogWindow,2
HandMorph>>grabMorph:from:>>arg>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
Morph>>embeddedInMorphicWindowLabeled:>>temp>>window,SystemWindow,2
Morph>>owner,DropListMorph,10,AlertDialogWindow,2,MorphTreePager,45,FreeTypeFontSelectorDialogWindow,2,EditorFindReplaceDialogWindow,10,EditableDropListMorph,2,ErrorDialogWindow,2,IconicButton,62,LazyMorphTreeNodeMorph,504,TabBarMorph,37,HColorSelectorMorph,32,TaskbarMorph,178,ScrollBar,73852,LazyMorphTreeMorph,7,HSVColorSelectorMorph,6,PluggableSliderMorph,24,PluggableDialogWindow,48,Morph,23406,JobProgressBarMorph,2,TransformMorph,3257,TransformWithLayoutMorph,15,GroupboxMorph,26,SimpleBalloonMorph,1,PluggableIconListMorph,10,ToolDockingBarMorph,2,WorldMorph,53,JobProgressMorph,3,DenyDialogWindow,2,ProceedDialogWindow,2,IdentifierChooserMorph,10,PluggableMorphListMorph,16,GrowlMorph,2,QuestionWithoutCancelDialogWindow,2,ColorSelectorDialogWindow,2,StandardWindow,77,LazyMorphListMorph,96,MenuMorph,3,QuestionDialogWindow,4,SystemProgressMorph,1,ExpanderTitleMorph,4,TabLabelItem,27,CheckboxMorph,4048,PluggableTextMorph,13,UndefinedObject,387460,PaginatedMorphTreeMorph,23,PluggableListMorph,46,FileDialogWindow,20,MorphDropListMorph,4,IconicListItem,192,HandMorph,8,PluggableTextFieldMorph,9086,ControlButtonMorph,240,TabLabelMorph,13,MessageDialogWindow,2,TreeListMorph,14,MorphTreeChunkPager,20,MorphTreeTransformMorph,37631,PanelMorph,694,TabGroupMorph,2,PluggableToggleButtonMorph,6,PluggableButtonMorph,772,EmbeddedMenuMorph,168,LockableTabMorph,2,GeneralScrollBar,176,ColorPresenterMorph,2,MorphTreeNodeMorph,28646,GeneralScrollPane,21,SVColorSelectorMorph,8,PlainGroupboxMorph,12,TextEntryDialogWindow,20,BorderedMorph,75364,ChooseDropListDialogWindow,2,ExpanderMorph,6,HSVAColorSelectorMorph,4,SystemWindow,130,AlignmentMorph,1611,TabMorph,6,MorphTreeColumnButton,24,MorphTreeMorph,40,TabManagerMorph,2,TabSelectorMorph,15,AColorSelectorMorph,38,ColorChooserMorph,1
Morph>>addMorphFront:>>arg>>aMorph,TabBarMorph,1,TransformMorph,3053,MorphTreeMorph,4,PluggableToggleButtonMorph,3,TopRightGripMorph,30,LazyMorphListMorph,6,AlignmentMorph,1075,BracketMorph,70,CheckboxButtonMorph,1012,MorphTreeResizerMorph,6,Morph,18549,LazyListMorph,12,AlphaImageMorph,275,MorphTreeChunkPager,1,MorphTreePager,1,LabelMorph,592,ScrollBar,6124,TopLeftGripMorph,30,ToolDockingBarMorph,1,PluggableTextMorph,1,TabSelectorMorph,1,TabManagerMorph,1,TransformWithLayoutMorph,5,TabLabelItem,4,BottomLeftGripMorph,30,LazyMorphTreeMorph,1,PluggableButtonMorph,261,GroupboxMorph,1,CheckboxMorph,1000,WindowEdgeGripMorph,120,IconicButton,2,TextMorphForFieldView,3028,ImageMorph,75792,PanelMorph,222,MultistateButtonMorph,10,BorderedMorph,74052,ControlButtonMorph,2,ExpanderTitleMorph,2,BottomRightGripMorph,30,MorphTreeTransformMorph,9,TextMorphForEditView,4,PluggableListMorph,1,PluggableTextFieldMorph,3000,TabMorph,22,StringMorph,20,GeneralScrollPane,5,TextMorph,255,LockableTabMorph,5
Morph>>submorphBounds>>1>>arg>>m,DropListMorph,278,AlertDialogWindow,56,TextMorph,4102,MorphTreePager,24,FreeTypeFontSelectorDialogWindow,56,EditableDropListMorph,34,TextMorphForFieldView,438,ErrorDialogWindow,56,IconicButton,144,NautilusWindow,41,TabBarMorph,20,HColorSelectorMorph,54,SeparatorMorph,238,GLMFoundationBrick,2,TaskbarMorph,82,GLMPluggableButtonMorph,36,ScrollBar,25292,LazyMorphTreeMorph,24,PluggableSliderMorph,60,HSVColorSelectorMorph,30,JobProgressBarMorph,18,Morph,203540,PluggableDialogWindow,190,TransformMorph,83646,TransformWithLayoutMorph,74,GLMSystemWindow,82,GroupboxMorph,322,SimpleBalloonMorph,2,PluggableIconListMorph,50,ToolDockingBarMorph,26,JobProgressMorph,14,DenyDialogWindow,56,ProceedDialogWindow,56,IdentifierChooserMorph,12,PluggableMorphListMorph,50,QuestionWithoutCancelDialogWindow,56,ColorSelectorDialogWindow,56,StandardWindow,194,FuzzyLabelMorph,138,ProgressBarMorph,20,QuestionDialogWindow,62,SystemProgressMorph,82,WindowEdgeGripMorph,2504,ExpanderTitleMorph,96,TabLabelItem,100,DockingBarToggleMenuItemMorph,44,GLMTabSelectorBrick,4,CheckboxMorph,30126,PluggableTextMorph,64,PaginatedMorphTreeMorph,40,PluggableListMorph,76,CheckboxButtonMorph,10118,FileDialogWindow,112,MorphTreeResizerMorph,128,MultistateButtonMorph,1302,PluggableTextFieldMorph,66484,IconicListItem,498,TabLabelMorph,40,MorphDropListMorph,58,ControlButtonMorph,914,LazyTabGroupMorph,2,TreeListMorph,72,StringMorph,101522,MessageDialogWindow,56,MorphTreeChunkPager,22,LabelMorph,17026,PanelMorph,4760,TabGroupMorph,22,MorphTreeTransformMorph,258,TopLeftGripMorph,626,PluggableToggleButtonMorph,30,PluggableButtonMorph,8918,AlphaImageMorph,1618,ImageMorph,321710,LockableTabMorph,20,EmbeddedMenuMorph,20,ColorPresenterMorph,28,GeneralScrollBar,58,ToggleMenuItemMorph,2358,GeneralScrollPane,44,SVColorSelectorMorph,54,TopRightGripMorph,626,PlainGroupboxMorph,248,TextEntryDialogWindow,104,BorderedMorph,448212,ChooseDropListDialogWindow,56,ExpanderMorph,108,BottomLeftGripMorph,626,HSVAColorSelectorMorph,30,BottomRightGripMorph,626,SystemWindow,530,AlignmentMorph,11078,TabMorph,86,MorphTreeColumnButton,192,MorphTreeMorph,82,BracketMorph,447,EmbossedStringMorph,14,TabManagerMorph,18,TabSelectorMorph,22,AColorSelectorMorph,70,ColorChooserMorph,90
HandMorph>>waitForClicksOrDrag:event:selectors:threshold:>>arg>>clickAndDragSelectors,Array,10
Morph>>initializeShortcuts:>>arg>>aKMDispatcher,KMDispatcher,6363
HandMorph>>waitForClicksOrDrag:event:selectors:threshold:>>arg>>evt,MouseButtonEvent,10
DamageRecorder>>recordInvalidRect:>>temp>>mergeRect,Rectangle,6
WorldState>>lastAlarmTime,SmallInteger,67938
WorldState>>is:overlappingDamagedAreaIn:>>1>>arg>>r,Rectangle,1
Morph>>wantsDroppedMorph:event:>>arg>>aMorph,TextEntryDialogWindow,1
Morph>>snapToEdgeIfAppropriate>>temp>>edgeSymbol,UndefinedObject,233987,ByteSymbol,83
Morph>>intoWorld:>>3>>arg>>m,DropListMorph,5,TextMorph,278,MorphTreePager,1,EditableDropListMorph,1,TextMorphForFieldView,3021,IconicButton,5,LazyMorphTreeNodeMorph,11987,TabBarMorph,1,HColorSelectorMorph,4,SeparatorMorph,5,ScrollBar,21,LazyMorphTreeMorph,1,HSVColorSelectorMorph,3,PluggableSliderMorph,4,JobProgressBarMorph,1,Morph,4312,TransformMorph,3032,TransformWithLayoutMorph,5,GroupboxMorph,12,PluggableIconListMorph,2,ToolDockingBarMorph,1,JobProgressMorph,1,TextMorphForEditView,4,PluggableMorphListMorph,2,FuzzyLabelMorph,1,LazyMorphListMorph,4,ProgressBarMorph,2,LazyListMorph,5,ExpanderTitleMorph,2,WindowEdgeGripMorph,100,TabLabelItem,27,DockingBarToggleMenuItemMorph,1,CheckboxMorph,1006,PluggableTextMorph,4,PaginatedMorphTreeMorph,3,PluggableListMorph,4,CheckboxButtonMorph,1006,IndentingListItemMorph,207,MorphTreeResizerMorph,6,MultistateButtonMorph,68,MorphDropListMorph,2,IconicListItem,18,PluggableTextFieldMorph,3016,TabLabelMorph,1,ControlButtonMorph,12,MorphTreeChunkPager,1,TreeListMorph,3,StringMorph,24697,LabelMorph,1602,PanelMorph,325,TabGroupMorph,1,MorphTreeTransformMorph,9,TopLeftGripMorph,25,PluggableToggleButtonMorph,3,PluggableButtonMorph,324,AlphaImageMorph,254,EmbeddedMenuMorph,5,ImageMorph,565,GeneralScrollBar,5,ColorPresenterMorph,2,ToggleMenuItemMorph,168,MorphTreeNodeMorph,25644,GeneralScrollPane,5,SVColorSelectorMorph,4,TopRightGripMorph,25,PlainGroupboxMorph,12,BorderedMorph,116,ExpanderMorph,2,BottomLeftGripMorph,25,HSVAColorSelectorMorph,2,BottomRightGripMorph,25,AlignmentMorph,562,EmbossedStringMorph,1,MorphTreeColumnButton,10,MorphTreeMorph,5,BracketMorph,18,TabManagerMorph,1,TabSelectorMorph,1,AColorSelectorMorph,5,ColorChooserMorph,1
WorldState>>startStepping:at:selector:arguments:stepTime:>>arg>>aSelector,ByteSymbol,26
HandMorph>>generateWindowEvent:>>arg>>evtBuf,Array,1
Morph>>doLayoutIn:>>2>>arg>>m,DropListMorph,69,AlertDialogWindow,28,TextMorph,886,MorphTreePager,6,FreeTypeFontSelectorDialogWindow,28,EditableDropListMorph,8,TextMorphForFieldView,69,ErrorDialogWindow,28,IconicButton,43,NautilusWindow,41,TabBarMorph,6,HColorSelectorMorph,12,SeparatorMorph,65,GLMFoundationBrick,1,TaskbarMorph,41,GLMPluggableButtonMorph,6,ScrollBar,162,LazyMorphTreeMorph,7,PluggableSliderMorph,12,HSVColorSelectorMorph,10,JobProgressBarMorph,3,Morph,27802,PluggableDialogWindow,95,TransformMorph,10204,TransformWithLayoutMorph,26,GLMSystemWindow,41,GroupboxMorph,93,SimpleBalloonMorph,1,PluggableIconListMorph,19,ToolDockingBarMorph,6,JobProgressMorph,2,DenyDialogWindow,28,ProceedDialogWindow,28,IdentifierChooserMorph,6,PluggableMorphListMorph,32,QuestionWithoutCancelDialogWindow,28,ColorSelectorDialogWindow,28,StandardWindow,97,FuzzyLabelMorph,23,ProgressBarMorph,3,QuestionDialogWindow,31,SystemProgressMorph,41,WindowEdgeGripMorph,444,ExpanderTitleMorph,44,TabLabelItem,41,DockingBarToggleMenuItemMorph,8,GLMTabSelectorBrick,1,CheckboxMorph,5027,PluggableTextMorph,17,PaginatedMorphTreeMorph,14,PluggableListMorph,25,CheckboxButtonMorph,1020,FileDialogWindow,56,MorphTreeResizerMorph,37,MultistateButtonMorph,331,PluggableTextFieldMorph,13110,IconicListItem,48,TabLabelMorph,7,MorphDropListMorph,30,ControlButtonMorph,140,LazyTabGroupMorph,1,TreeListMorph,26,StringMorph,25342,MessageDialogWindow,28,MorphTreeChunkPager,5,LabelMorph,3038,PanelMorph,1589,TabGroupMorph,7,MorphTreeTransformMorph,57,TopLeftGripMorph,111,PluggableToggleButtonMorph,7,PluggableButtonMorph,1943,AlphaImageMorph,554,ImageMorph,70872,LockableTabMorph,7,EmbeddedMenuMorph,5,ColorPresenterMorph,6,GeneralScrollBar,20,ToggleMenuItemMorph,168,GeneralScrollPane,8,SVColorSelectorMorph,12,TopRightGripMorph,111,PlainGroupboxMorph,100,TextEntryDialogWindow,52,BorderedMorph,47144,ChooseDropListDialogWindow,28,ExpanderMorph,46,BottomLeftGripMorph,111,HSVAColorSelectorMorph,12,BottomRightGripMorph,111,SystemWindow,265,AlignmentMorph,1960,TabMorph,28,MorphTreeColumnButton,60,MorphTreeMorph,27,BracketMorph,96,EmbossedStringMorph,3,TabManagerMorph,4,TabSelectorMorph,8,AColorSelectorMorph,18,ColorChooserMorph,22
DamageRecorder>>invalidRects,OrderedCollection,216
MorphicEventDispatcher>>handleDropMorph:>>arg>>anEvent,DropEvent,68
Morph>>handlesKeyUp:>>arg>>evt,KeyboardEvent,29
HandMorph>>sendEvent:focus:>>arg>>anEvent,DropEvent,4,WindowEvent,1
KeyboardEvent>>type,ByteSymbol,91
MorphicEventDispatcher>>dispatchDropEvent:with:>>arg>>aMorph,StandardWindow,4,MorphTreeNodeMorph,1,TopLeftGripMorph,1,ChooseDropListDialogWindow,2,DenyDialogWindow,2,TextEntryDialogWindow,2,MorphTreeMorph,1,MorphTreeResizerMorph,1,WindowEdgeGripMorph,4,Morph,1,MessageDialogWindow,2,BottomLeftGripMorph,1,BottomRightGripMorph,1,QuestionDialogWindow,2,PluggableDialogWindow,5,AlertDialogWindow,2,FreeTypeFontSelectorDialogWindow,2,ErrorDialogWindow,2,SystemWindow,16,MorphTreeTransformMorph,1,TopRightGripMorph,1,QuestionWithoutCancelDialogWindow,2,ProceedDialogWindow,2,ColorSelectorDialogWindow,2,WorldMorph,4,FileDialogWindow,4
Morph>>showBalloon:hand:>>arg>>msgString,ByteString,1
Morph>>submorphsReverseDo:>>arg>>aBlock,BlockClosure,92
MouseOverHandler>>is:withFocusOver:>>arg>>anEvent,MouseButtonEvent,77,MouseMoveEvent,202,MouseEvent,211
HandMorph>>generateKeyboardEvent:>>temp>>buttons,SmallInteger,95
Morph>>formerOwner:>>arg>>aMorphOrNil,WorldMorph,4,UndefinedObject,4
Morph>>addMorph:>>arg>>aMorph,TabBarMorph,1,TransformMorph,3053,MorphTreeMorph,4,PluggableToggleButtonMorph,3,SystemWindow,13,GrowlMorph,2,TopRightGripMorph,30,LazyMorphListMorph,6,AlignmentMorph,1075,BracketMorph,70,AlertDialogWindow,1,AlphaImageMorph,256,Morph,18549,LazyListMorph,12,TextEntryDialogWindow,2,QuestionWithoutCancelDialogWindow,1,MorphTreeChunkPager,1,MessageDialogWindow,1,SystemProgressMorph,1,MorphTreePager,1,LabelMorph,592,ScrollBar,6124,TopLeftGripMorph,30,ToolDockingBarMorph,1,PluggableTextMorph,1,ChooseDropListDialogWindow,1,TabSelectorMorph,1,TabManagerMorph,1,ColorSelectorDialogWindow,1,TabLabelItem,4,TransformWithLayoutMorph,5,BottomLeftGripMorph,30,QuestionDialogWindow,2,ErrorDialogWindow,1,LazyMorphTreeMorph,1,FreeTypeFontSelectorDialogWindow,1,StandardWindow,4,FileDialogWindow,2,PluggableButtonMorph,261,GroupboxMorph,1,IdentifierChooserMorph,5,CheckboxMorph,1000,PluggableDialogWindow,8,WindowEdgeGripMorph,120,PanelMorph,222,TextMorphForFieldView,3028,ImageMorph,318,MultistateButtonMorph,10,IconicButton,2,BorderedMorph,74052,ControlButtonMorph,2,DenyDialogWindow,1,ExpanderTitleMorph,2,BottomRightGripMorph,30,MorphTreeTransformMorph,9,TextMorphForEditView,4,PluggableListMorph,1,PluggableTextFieldMorph,3000,TabMorph,22,StringMorph,20,GeneralScrollPane,5,ProceedDialogWindow,1,TextMorph,255,LockableTabMorph,5
MorphExtension>>valueOfProperty:ifAbsent:>>arg>>aSymbol,ByteSymbol,3366883
UserInputEvent>>wasHandled,True,338,False,10
HandMorph>>lastEventBuffer,Array,588
Morph>>showBalloon:hand:>>arg>>aHand,HandMorph,1
Morph>>drawOn:>>arg>>aCanvas,FormCanvas,6129
Morph>>addAlarm:withArguments:after:>>arg>>delayTime,SmallInteger,6
HandMorph>>updateCacheCanvas:>>16>>arg>>cc,FormCanvas,1
WorldState>>startStepping:at:selector:arguments:stepTime:>>arg>>aMorph,SimpleBalloonMorph,1,TextMorphForFieldView,5,EditableDropListMorph,2,MorphDropListMorph,4,DropListMorph,10,GrowlMorph,4
HandMorph>>removeHaloAround:>>arg>>aMorph,QuestionWithoutCancelDialogWindow,1,EditorFindReplaceDialogWindow,1,TopLeftGripMorph,4,ChooseDropListDialogWindow,1,DenyDialogWindow,1,TextEntryDialogWindow,9,GrowlMorph,1,ImageMorph,31,WindowEdgeGripMorph,16,SimpleBalloonMorph,1,MessageDialogWindow,1,IdentifierChooserMorph,6,SystemProgressMorph,2,BottomLeftGripMorph,4,BottomRightGripMorph,4,AlignmentMorph,4,QuestionDialogWindow,2,PluggableDialogWindow,6,LabelMorph,2024,AlertDialogWindow,1,JobProgressMorph,2,FreeTypeFontSelectorDialogWindow,1,MultistateButtonMorph,140,ErrorDialogWindow,1,RubFindReplaceDialogWindow,1,TopRightGripMorph,4,TextMorph,1,ColorSelectorDialogWindow,1,FileDialogWindow,2,StringMorph,10,ProceedDialogWindow,1
MorphExtension>>layoutProperties,TableLayoutProperties,70033,LayoutProperties,11771
MouseMoveEvent>>setType:startPoint:endPoint:trail:buttons:hand:stamp:>>arg>>evtType,ByteSymbol,943
HandMorph>>updateCacheCanvas:>>18>>arg>>c,FormCanvas,1
Morph>>position:>>arg>>aPoint,Point,447838
Morph>>announceKeyboardFocusChange:>>temp>>announcement,MorphLostFocus,110,MorphGotFocus,110
MorphicEventDispatcher>>dispatchDefault:with:>>temp>>inside,True,17736,False,17874
Morph>>color:>>arg>>aColor,Color,169230
HandMorph>>updateCacheCanvas:>>10>>arg>>m,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
MouseOverHandler>>enteredMorphs,WriteStream,139680,Array,167
PasteUpMorph>>morphToDropFrom:>>arg>>aMorph,QuestionDialogWindow,1,PluggableDialogWindow,1,TextEntryDialogWindow,2
HandMorph>>processEventsFromQueue:>>arg>>anEventQueue,InputEventSensor,67938
MorphChanged>>selector,Array,2,ByteSymbol,12215
Morph>>minHeight:>>arg>>aNumber,SmallInteger,22,BoxedFloat64,3
